chrUn_AAWZ02040322	chr17,37864,chr5,15600,chr13,12924
chrUn_AAWZ02038354	chr10,19932
chrUn_AAWZ02039727	chrX,6946
chrUn_AAWZ02038357	chr15,71899
chrUn_AAWZ02039579	chr5,70000
chrUn_GL343757	chr19,238614
chrUn_AAWZ02040752	chr22,18998
chrUn_AAWZ02040757	chr2,10759
chrUn_AAWZ02040758	chr14,24911
chrUn_AAWZ02039063	chr16,12142
chrUn_AAWZ02038876	chr12,23839
chrUn_AAWZ02039058	chr3,11824
chrUn_GL344233	chr2,31897
chrUn_GL344476	chr6,63563
chrUn_AAWZ02037101	chr14,18557
chrUn_AAWZ02040433	chr2,24262
chrUn_AAWZ02040431	chr1,16312
chrUn_AAWZ02038597	chr13,34429
chrUn_AAWZ02041347	chr19,31653,chr6,2967
chrUn_AAWZ02041000	chr9,25906
chrUn_AAWZ02037515	chr19,37626
chrUn_GL343611	chr3,102297
chrUn_GL344102	chr1,228061
chrUn_GL343613	chr7,733509,chr17,203645,chr22,11245
chrUn_GL343612	chr16,628105,chr15,25354,chr9,21021
chrUn_GL343615	chr1,711216,chr10,11219
chrUn_GL344477	chr7,41856
chrUn_GL343617	chr16,298180,chr22,32128,chr5,21513
chrUn_GL343616	chr1,327917,chr3,10399,chr5,8276,chr12,5642
chrUn_GL343619	chr10,143466,chr19,76034,chr9,10561,chr17,8972,chr6,7268,chr7,7063,chr1,7027,chr18,6784,chr8,6233,chr15,3911
chrUn_GL343618	chr17,1052363,chr16,96348
chrUn_AAWZ02038457	chr16,8644
chrUn_AAWZ02038452	chr15,11537
chrUn_AAWZ02038453	chr11,26438,chr6,5680
chrUn_AAWZ02038450	chr5,31922
chrUn_AAWZ02039108	chr14,116433
chrUn_AAWZ02039100	chr20,16107
chrUn_AAWZ02036634	chr20,51586
chrUn_AAWZ02036635	chr9,46057
chrUn_AAWZ02038459	chr19,114726
