chrUn_AAWZ02040322	chr15,40212,chr19,2973
chrUn_GL344514	chr6,64084
chrUn_AAWZ02041946	chrUn_random,10395
chrUn_AAWZ02039673	chr11,6797
chrUn_GL344733	chr19,25366
chrUn_GL344732	chr25_random,76939
chrUn_GL344731	chr3,12232
chrUn_GL344736	chr5,28041
chrUn_GL344735	chr21,32587
chrUn_GL344734	chr6,35162
chrUn_GL343299	chr11,10104493
chrUn_GL343298	chr1,745267
chrUn_GL343295	chr11,1634810
chrUn_GL343206	chr6,8424120,chr4,16415,chr7,10990
chrUn_GL343297	chr6,2367662,chr4,786836,chr1,232451,chr2,13443
chrUn_GL343296	chr7,1027191
chrUn_GL343291	chr20,3267714
chrUn_GL343290	chr7,888211,chrZ,40026,chr1,37125,chr2,26120,chr4,12373
chrUn_GL343293	chr4,2771833,chr1,3169,chr13,2779
chrUn_GL343292	chr2,5661683
chrUn_GL343336	chr1,4262217,chr2,10548
chrUn_AAWZ02036873	chr14,16384
chrUn_GL344105	chr7,25247,chr2,13923
chrUn_GL345027	chr1,28419
chrUn_GL343334	chr21,1301834
chrUn_AAWZ02035552	chr20,118888
chrUn_GL344930	chr1,24598
chrUn_GL344107	chr21,81862,chr5,19163,chr23,5831,chr9,4654,chr3,2757
chrUn_GL344935	chr22,24393
chrUn_GL344934	chr3,18542
chrUn_GL345029	chr28,52812,chrUn_random,17257
chrUn_GL343332	chr10,1681128,chr2,429097,chr6,172882,chr1,116285,chr8,23249,chr3,10261,chrZ,8695,chr13,3570
chrUn_AAWZ02041883	chr2,14014
chrUn_AAWZ02041882	chr2,9921
chrUn_AAWZ02039484	chr12,14641
chrUn_GL344101	chr3,50001
chrUn_GL345048	chr21,27646
chrUn_GL344450	chr14,118939
chrUn_AAWZ02035952	chr9,62816,chr1,4118
chrUn_GL344103	chr14,473224
chrUn_GL345047	chr11,45803
chrUn_GL345044	chr14,8208
chrUn_GL345045	chr18,7691,chr2,3806
chrUn_GL344027	chr4,196032,chr27,15257
chrUn_GL344026	chrUn_random,106008,chrE22C19W28_E50C23_random,10774,chr18,4935,chr16,4928,chr1,4785
chrUn_GL344025	chr9,96654,chr21,3781
chrUn_GL344024	chr28,31742
chrUn_GL344023	chr1,43529,chr22,40474
chrUn_GL343204	chr6,11257216
chrUn_GL344021	chrUn_random,11630,chr25_random,7037
chrUn_GL344020	chr2,13402,chr3,10020
chrUn_AAWZ02038993	chr9,39261
chrUn_AAWZ02037766	chr28,23196,chr10,22829,chr18,2229
chrUn_AAWZ02037775	chr23,11085
chrUn_AAWZ02037772	chrZ,13532,chrUn_random,8316
chrUn_GL344029	chr3,9873
chrUn_GL344028	chr5,46608,chrUn_random,30522,chr4,2987
chrUn_AAWZ02039910	chr14,23602,chr2,10688,chrUn_random,5897
chrUn_AAWZ02040932	chr10,6632
chrUn_AAWZ02040248	chr1,6145
chrUn_AAWZ02040930	chr2,10749
chrUn_AAWZ02040931	chr1,50573
chrUn_AAWZ02040936	chr19,54660,chrUn_random,12715
chrUn_AAWZ02039912	chr4,51296
chrUn_GL343205	chr13,9204839
chrUn_GL344458	chrZ,96082,chr5,13218
chrUn_GL344862	chr17,25586
chrUn_AAWZ02035739	chr4,95342
chrUn_GL344459	chr3,18101
chrUn_AAWZ02041942	chr19,6575
chrUn_AAWZ02039915	chr25,16909,chr26,2374
chrUn_AAWZ02038263	chr19,36033
chrUn_AAWZ02041028	chr7,10288
chrUn_AAWZ02038410	chr3,28512
chrUn_AAWZ02037603	chr2,16319
chrUn_AAWZ02039440	chrUn_random,19092
chrUn_AAWZ02037606	chr9,86392
chrUn_AAWZ02037607	chr2,16974
chrUn_AAWZ02037604	chrUn_random,23041
chrUn_AAWZ02037605	chr21,64740
chrUn_AAWZ02037609	chr8,10472
chrUn_AAWZ02041403	chr5,20589
chrUn_GL343479	chr10,2446083,chrUn_random,9667
chrUn_GL343478	chr7,1388070,chr3,7158
chrUn_GL343610	chr23,340075
chrUn_GL343471	chr10,99454,chr28,53257,chr16,36402,chr3,20504,chr1,18703,chrW_random,15553,chrUn_random,2649
chrUn_GL343470	chr19,1893798
chrUn_GL343473	chr1,1317951
chrUn_GL343472	chr24,1611553
chrUn_GL343475	chr20,1130179
chrUn_AAWZ02035609	chr22,78869
chrUn_GL343477	chr13,93322,chrUn_random,15518,chrZ,11317,chr6,7414,chr3,2298
chrUn_GL343203	chr8,3370787,chr8_random,1485480
chrUn_AAWZ02038293	chr19,56041
chrUn_GL343614	chr1,931739,chr3,8631
chrUn_AAWZ02038296	chr20,42154
chrUn_GL344234	chr1,20287,chrUn_random,6519
chrUn_AAWZ02038297	chr28,24499
chrUn_AAWZ02041534	chr4,14724
chrUn_AAWZ02038350	chr3,28879
chrUn_AAWZ02039578	chr10,32537
chrUn_AAWZ02041538	chr17,23939
chrUn_AAWZ02039804	chr26,6388
chrUn_AAWZ02039803	chrUn_random,30364
chrUn_AAWZ02040793	chr21,7597
chrUn_AAWZ02040388	chr1,10847
chrUn_AAWZ02038352	chr6,68792
chrUn_AAWZ02038355	chr7,21717
chrUn_AAWZ02038354	chr6,25277
chrUn_AAWZ02039727	chr4,7368
chrUn_AAWZ02039029	chr2,67123
chrUn_AAWZ02038357	chr10,89156
chrUn_AAWZ02039579	chrUn_random,62597
chrUn_GL343757	chr28,155485,chrUn_random,69906,chr20,50637,chrZ,15709,chr14,3098
chrUn_AAWZ02040218	chr7,18572
chrUn_AAWZ02038414	chr2,10070
chrUn_AAWZ02040752	chr21,25825,chr1,6956
chrUn_AAWZ02039157	chr7,12258
chrUn_AAWZ02041654	chr6,23646
chrUn_AAWZ02040758	chr5,46277
chrUn_AAWZ02039063	chr14,20135
chrUn_AAWZ02037107	chr4,59508
chrUn_AAWZ02041653	chr13,13571
chrUn_AAWZ02039058	chr12,48524
chrUn_GL344233	chr6,9070
chrUn_GL344476	chr2,74239
chrUn_AAWZ02037101	chr5,32734
chrUn_AAWZ02040433	chr7,30819
chrUn_AAWZ02040431	chrUn_random,12579
chrUn_AAWZ02038597	chr1,41070
chrUn_AAWZ02037514	chr12,69971
chrUn_AAWZ02041000	chr17,31611
chrUn_AAWZ02037515	chr24,24907
chrUn_GL343611	chr2,148562,chr1,10619
chrUn_GL344102	chr21,247767
chrUn_GL343613	chr19,1240662
chrUn_GL343612	chr14,776540
chrUn_GL343615	chr21,774441,chrUn_random,20142
chrUn_GL344477	chr1,77939
chrUn_GL343617	chr11,792441
chrUn_GL343616	chr25,137039,chr10,126973,chrUn_random,62747,chr20_random,21237,chr12,10493,chrZ,8131
chrUn_GL343619	chrE64_random,327178,chrUn_random,70798,chr1,16587,chr16,15275
chrUn_GL343618	chr14,1538874
chrUn_AAWZ02036638	chr9,8422
chrUn_AAWZ02038457	chr1,7892
chrUn_AAWZ02038452	chr5,23009
chrUn_AAWZ02038453	chr3,21997
chrUn_AAWZ02038450	chr13,43748
chrUn_AAWZ02039108	chr5,129168
chrUn_AAWZ02039100	chr20,27587
chrUn_AAWZ02036634	chr22,62860,chrUn_random,8359
chrUn_AAWZ02036635	chrZ,40869,chrUn_random,26899
chrUn_AAWZ02038459	chr28,94024
